Auction ID,APN,Legal Description,Property Address ,City,Zip Code,Minimum Bid,Auction Ends Apr 26th (ET)
995476,038-741-10,T20S R53E S23 U.6 B.20 L.139  CALVADA VALLEY  (0.060 ACRES),1701 S  VALLEY BLVD #139 ,PAHRUMP,," $ 2,238.00 ",  3:50 PM
995477,038-741-17+,T20S R53E S23 U.6 B.20 L.146   CALVADA VALLEY      (.060 ACRES),1701 S  VALLEY BLVD #146   ,PAHRUMP,," $ 6,592.00 ",  3:50 PM
995478,038-751-04+,T20S R53E S23 U.6 B.20 L.245    CALVADA VALLEY      (.070 ACRES),1841 S  VALLEY BLVD   ,PAHRUMP,," $ 9,485.00 ",  3:50 PM
995479,038-751-16+,T20S R53E S23 U.6 B.20 L.257    CALVADA VALLEY      (.070 ACRES),1721 S  VALLEY BLVD   ,PAHRUMP,," $ 2,615.00 ",  3:50 PM
995480,038-821-10+,"T20S R53E S23 U.6 B.20 L.78   CALVADA VALLEY      3,125SF   (.072 ACRES)",1626 S DANDELION ST   ,PAHRUMP,," $ 4,147.00 ",  3:50 PM
995481,038-871-14,"T20S R53E S23 U.6 B.24 L.14  CALVADA VALLEY 17,116.50SF +/-                             ",1731 S POCAHONTAS AVE ,PAHRUMP,89048," $ 1,073.00 ",  3:50 PM
995482,038-881-16#,"T20S R53E S23 U.6 B.22 L.20     CALVADA VALLEY     18,750SF   (.430ACRES)",2120 E IRONHORSE ST   ,PAHRUMP,," $ 4,988.00 ",  3:50 PM
995483,038-881-20#,"T20S R53E S23 U.6 B.22 L.16     CALVADA VALLEY     12,000SF   (.275ACRES)",2141 E HONEYSUCKLE ST   ,PAHRUMP,," $ 4,917.00 ",  3:50 PM
995484,038-881-25#,"T20S R53E S23 U.6 B.22 L.11       CALVADA VALLEY     13,258.50SF   (.304ACRES)",1580 E HONEYSUCKLE ST   ,PAHRUMP,," $ 5,191.00 ",  3:50 PM
995485,039-022-08,T20S R53E S29 U.8B B.8 L.10  CALVADA VALLEY  ,1531 W LOST CREEK DR ,PAHRUMP,89048," $ 1,190.00 ",  3:50 PM
995486,039-151-03,T20S R53E S21 U.8B B.30 L.41 CALVADA VALLEY,621 W BRADY LN ,PAHRUMP,89048, $ 981.00 ,  3:50 PM
995487,039-172-09,T20S R53E S28 U.8B B.15 L.5  CALVADA VALLEY  ,240 W CALVADA BLVD ,PAHRUMP,89048, $ 969.00 ,  3:50 PM
995488,039-203-08,"T20S R53E S21 U.8B B.19 L.2  CALVADA VALLEY 20,052SF +/-                                ",1931 S MANZANITA DR ,PAHRUMP,89048, $ 969.00 ,  3:50 PM
995489,039-242-11,"T20S R53E S21 U.8B B.29 L.21 CALVADA VALLEY  20,000SF                                     ",440 W ASPEN ST ,PAHRUMP,89048, $ 992.00 ,  3:50 PM
995490,039-261-05,T20S R53E S21 U.8A B.2 L.60  CALVADA VALLEY     (.150 ACRES),260 W COMSTOCK CIR N ,PAHRUMP,," $ 3,860.00 ",  3:50 PM
995491,039-262-14,T20S R53E S21 U.8A B.3 L.22 CALVADA VALLEY ,300 W BONNIE CLAIRE CT ,PAHRUMP,89048, $ 874.00 ,  3:50 PM
995492,039-272-11,T20S R53E S21 U.8A B.4 L.22 CALVADA VALLEY    (.090 ACRES),300 W DUCK CREEK RD ,PAHRUMP,," $ 4,262.00 ",  3:50 PM
995493,039-272-24,T20S R53E S21 U.8A B.4 L.10 CALVADA VALLEY   (.090 ACRES),231 W COPPER FLATS DR ,PAHRUMP,," $ 2,584.00 ",  3:50 PM
995494,039-281-02,T20S R53E S21 U.8A B.16 L.26 CALVADA VALLEY ,221 W DUCK CREEK RD ,,," $ 1,366.00 ",  3:50 PM
995495,039-282-04,T20S R53E S21 U.8A B.5 L.9  CALVADA VALLEY   (.090 ACRES),241 W ELLENDALE ST ,PAHRUMP,," $ 1,735.00 ",  4:00 PM
995496,039-282-05,T20S R53E S21 U.8A B.5 L.8  CALVADA VALLEY  (.090 ACRES),251 W ELLENDALE ST ,PAHRUMP,," $ 1,726.00 ",  4:00 PM
995497,039-291-17,T20S R53E S21 U.8A B.16 L.65  CALVADA VALLEY   (.090 ACRES),280 W GREENWATER ST ,PAHRUMP,," $ 2,282.00 ",  4:00 PM
995498,039-301-16,T20S R53E S21 U.8A B.16 L.88 CALVADA VALLEY    (.090 ACRES),290 W IVY LN ,PAHRUMP,," $ 2,273.00 ",  4:00 PM
995499,039-301-25,"T20S R53E S21  U.8A B.16 L.93  4,000 SQ FT    CALVADA VALLEY   (.090 ACRES)                     ",240 W IVY LN ,PAHRUMP,," $ 3,857.00 ",  4:00 PM
995500,039-302-18,T20S R53E S21 U.8A B.7 L.16  CALVADA VALLEY  (.090 ACRES),260 W JOBELLA LN ,PAHRUMP,," $ 1,821.00 ",  4:00 PM
995501,039-321-19,T20S R53E S21 U.8A B.16 L.114 CALVADA VALLEY   (.090 ACRES),250 W KITE ST ,PAHRUMP,," $ 2,064.00 ",  4:00 PM
995502,039-321-20,T20S R53E S21 U.8A B.16 L.115 CALVADA VALLEY  (.090 ACRES),240 W KITE S ,PAHRUMP,," $ 2,283.00 ",  4:00 PM
995503,039-322-07,T20S R53E S21 U.8A B.8 L.6  CALVADA VALLEY   (.090 ACRES),271 W KITE ST  ,PAHRUMP,," $ 2,050.00 ",  4:00 PM
995504,039-331-16,T20S R53E S21 U.8A B.16 L.135  CALVADA VALLEY  (.090 ACRES),280 W MOORE RD ,PAHRUMP,," $ 3,031.00 ",  4:00 PM
995505,039-372-16,T20S R53E S21 U.8A B.10 L.15  CALVADA VALLEY   (.090 ACRES),40 W OLD MINE RD ,PAHRUMP,," $ 2,015.00 ",  4:00 PM
995506,039-372-24,T20S R53E S21 U.8A B.10 L.23  CALVADA VALLEY    (.090 ACRES),120 W OLD MINE RD ,PAHRUMP,," $ 2,584.00 ",  4:00 PM
995507,039-381-19,T20S R53E S21 U.8A B.16 L.191  CALVADA VALLEY  (.090 ACRES),100 W RUDY RD ,PAHRUMP,," $ 1,777.00 ",  4:00 PM
995508,039-441-04,T20S R53E S21 U.8A B.1 L.6  CALVADA VALLEY  .162ac                                      ,1041 S COMSTOCK CIR E ,PAHRUMP,89048, $ 890.00 ,  4:00 PM
995509,039-461-15,"T20S R53E S22 U.7 B.6 L.8  CALVADA VALLEY    8,625SF     (.198 ACRES)                                 ",1100 S VALERIE AVE ,PAHRUMP,," $ 2,445.00 ",  4:00 PM
995510,039-463-17,T20S R53E S22 U.7 B.8 L.31 CALVADA VALLEY  .358AC                                     ,1050 S THUNDERPASS AVE ,PAHRUMP,89048," $ 1,001.00 ",  4:00 PM
995511,039-473-11,T20S R53E S22 U.7 B.10 L.5 CALVADA VALLEY  ,1101 S SIXSHOOTER AVE ,PAHRUMP,89048, $ 978.00 ,  4:00 PM
995512,039-561-15,T20S R53E S22 U.7 B.6 L.19 CALVADA VALLEY ,1230 S VALERIE AVE ,PAHRUMP,89048, $ 944.00 ,  4:00 PM
995513,039-572-19,T20S R53E S22 U.7 B.3 L.8 CALVADA VALLEY ,1200 S YOSEMITE AVE ,PAHRUMP,89048, $ 926.00 ,  4:00 PM
995514,039-574-08,T20S R53E S22 U.7 B.5 L.39  CALVADA VALLEY  ,1151 S XENIA AVE ,PAHRUMP,89048, $ 926.00 ,  4:00 PM
995515,039-583-06,"T20S R53E S22 U.7 B.4 L.18 CALVADA VALLEY  9,455.59SF +/-                             ",1361 S YOSEMITE AVE ,PAHRUMP,89048, $ 926.00 ,  4:00 PM
995516,039-586-06,"T20S R53E S22 U.7 B.49 L.50 CALVADA VALLEY  8,628.45SF +/-                              ",161 E COMSTOCK ST ,PAHRUMP,89048, $ 921.00 ,  4:00 PM
995517,039-712-04,"T20S R53E S21 U.7 B.47 L.13  CALVADA VALLEY 8,625SF                                     ",1801 S ZELZAH AVE ,PAHRUMP,89048, $ 921.00 ,  4:00 PM
995518,039-712-15,"T20S R53E S21 U.7 B.47 L.33 CALVADA VALLEY    8,625.15SF +/-   (.198 ACRES)                           ",1820 S YOSEMITE AVE ,PAHRUMP,," $ 2,811.00 ",  4:00 PM
995519,039-743-01,"T20S R53E S22 U.7 B.39 L.5 CALVADA VALLEY  8,627.30SF +/-                             ",1771 S UPLAND AVE ,PAHRUMP,89048, $ 927.00 ,  4:10 PM
995520,039-782-09,"T20S R53E S22&27 U.7 B.40 L.32  CALVADA VALLEY 9,381.20SF +/-                                 ",250 E KEYSTONE AVE ,PAHRUMP,89048, $ 926.00 ,  4:10 PM
995521,039-803-11,"T20S R53E S21&28 U.7 B.43 L.33 CALVADA VALLEY   9,460.45SF +/-  (.217 ACRES)                              ",1960 S XENIA AVE ,PAHRUMP,," $ 3,855.00 ",  4:10 PM
995522,039-804-08,"T20S R53E S21&28 U.7 B.42 L.23 CALVADA VALLEY   8,625SF     (.198 ACRES)                               ",1971 S XENIA AVE ,PAHRUMP,," $ 4,543.00 ",  4:10 PM
995523,039-821-09,"T20S R53E S22&27 U.7 B.42 L.43 CALVADA VALLEY   9,450.58SF +/-   (.217 ACRES)                          ",121 E KEYSTONE AVE  ,PAHRUMP,," $ 4,311.00 ",  4:10 PM
995524,040-062-04,T20S R53E S27 U.4B B.6 L.241 CALVADA VALLEY ,2200 S LAGUNA ST ,PAHRUMP,89048, $ 969.00 ,  4:10 PM
995525,040-072-04,T20S R53E S27 U.4B B.6 L.194 CALVADA VALLEY    (.180 ACRES),2170 S JACARANDA ST ,PAHRUMP,," $ 2,494.00 ",  4:10 PM
995526,040-081-20,T20S R53E S27 U.4B B.6 L.154 CALVADA VALLEY   .198ac                                        ,2171 S HIGHLAND AVE ,PAHRUMP,," $ 3,099.00 ",  4:10 PM
995527,040-082-27,T20S R53E S27 U.4B B.1 L.80 CALVADA VALLEY   (.230 ACRES),2210 S PERSHING AVE ,PAHRUMP,," $ 3,180.00 ",  4:10 PM
995528,040-091-11,T20S R53E S26 U.4B B.1 L.106 CALVADA VALLEY   (.250 ACRES),2050 S OLEANDER AVE  ,PAHRUMP,," $ 3,232.00 ",  4:10 PM
995529,040-092-04,T20S R53E S26 U.4B B.2 L.3 CALVADA VALLEY  (.230 ACRES),2071 S OLEANDER AVE  ,PAHRUMP,," $ 2,242.00 ",  4:10 PM
995530,040-092-06#,T20S R53E S26 U.4B B.2 L.1 CALVADA VALLEY ,2041 S OLEANDER AVE ,PAHRUMP,89048, $ 962.00 ,  4:10 PM
995531,040-094-11#,T20S R53E S26 U.4B B.4 L.36 CALVADA VALLEY   ,2090 S  VALLEY BLVD ,PAHRUMP,89048, $ 844.00 ,  4:10 PM
995532,040-094-13#,T20S R53E S26 U.4B B.4 L.34 CALVADA VALLEY ,2120 S  VALLEY BLVD ,PAHRUMP,89048, $ 950.00 ,  4:10 PM
995533,040-101-03#,T20S R53E S26 U.4B B.1 L.90 CALVADA VALLEY    ,2181 S PERSHING CT ,PAHRUMP,89048, $ 950.00 ,  4:10 PM
995534,040-101-12#,T20S R53E S26 U.4B B.1 L.99 CALVADA VALLEY   ,2160 S OLEANDER AVE ,PAHRUMP,89048, $ 968.00 ,  4:10 PM
995535,040-102-01,T20S R53E S26 U.4B B.2 L.7  CALVADA VALLEY    (.240 ACRES),2131 S OLEANDER AVE ,PAHRUMP,," $ 2,422.00 ",  4:10 PM
995536,040-102-07#,T20S R53E S26 U.4B B.2 L.13 CALVADA VALLEY ,2231 S OLEANDER AVE ,PAHRUMP,89048, $ 968.00 ,  4:10 PM
995537,040-102-12#,T20S R53E S26 U.4B B.2 L.18 CALVADA VALLEY  ,2230 S NIGHTINGALE AVE ,PAHRUMP,89048, $ 968.00 ,  4:10 PM
995538,040-103-04,T20S R53E S26 U.4B B.3 L.10 CALVADA VALLEY    (.240 ACRES),2191 S NIGHTINGALE AVE ,PAHRUMP,," $ 1,826.00 ",  4:10 PM
995539,040-104-04,T20S R53E S26 U.4B B.4 L.11 CALVADA VALLEY  (.240 ACRES),2201 S MAVERICK AVE ,PAHRUMP,," $ 1,821.00 ",  4:10 PM
995540,040-121-10,T20S R53E S27 U.4B B.9 L.30 CALVADA VALLEY ,501 E ARAPAHOE ST ,PAHRUMP,89048, $ 975.00 ,  4:10 PM
995541,040-151-03,T20S R53E S27 U.4B B.5 L.84 CALVADA VALLEY ,1041 E IDAHO ST ,PAHRUMP,89048," $ 1,011.00 ",  4:10 PM
995542,040-151-22,T20S R53E S27 U.4B B.5 L.65 CALVADA VALLEY    (.200 ACRES),1030 E JACARANDA ST ,PAHRUMP,," $ 3,531.00 ",  4:10 PM
995543,040-162-03,T20S R53E S26&27 U.4B B.5 L.103 CALVADA VALLEY ,1081 E HIGHLAND AVE ,PAHRUMP,89048, $ 975.00 ,  4:20 PM
995544,040-171-11,T20S R53E S26 U.4B B.5 L.132 CALVADA VALLEY   (.200 ACRES),1261 E GALAXY ST ,PAHRUMP,," $ 2,411.00 ",  4:20 PM
995545,040-171-34,T20S R53E S26 U.4B B.5 L.155 CALVADA VALLEY   (.200 ACRES),1191 E HIGHLAND AVE ,PAHRUMP,," $ 2,815.00 ",  4:20 PM
995546,040-181-10,T20S R53E S26 U.4B B.5 L.187 CALVADA VALLEY   (.200 ACRES),1211 E IDAHO ST ,PAHRUMP,," $ 2,214.00 ",  4:20 PM
995547,040-181-51,T20S R53E S26 U.4B B.5 L.228 CALVADA VALLEY ,1100 E KEARNEY ST ,PAHRUMP,89048, $ 975.00 ,  4:20 PM
995548,040-332-05,T20S R53E S27 U.4B B.15 L.34 CALVADA VALLEY ,2520 S TURTLE ST ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995549,040-361-03,T20S R53E S26&27 U.4B B.21 L.13 CALVADA VALLEY ,2770 S  VALLEY BLVD ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995550,040-381-18,T20S R53E S29 U.5 B.6 L.18 CALVADA VALLEY ,1440 W HICKORY ST ,PAHRUMP,89048," $ 1,190.00 ",  4:20 PM
995551,040-403-14,T20S R53E S28 U.5 B.31 L.14 CALVADA VALLEY  ,271 W HURACAN ST ,PAHRUMP,89048," $ 1,283.00 ",  4:20 PM
995552,040-432-01,T20S R53E S27 U.4B B.24 L.12 CALVADA VALLEY ,221 E GINA ST ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995553,040-432-02,T20S R53E S27 U.4B B.24 L.13 CALVADA VALLEY ,241 E GINA ST ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995554,040-432-17,T20S R53E S27 U.4A B.4 L.13 CALVADA VALLEY ,240 E HICKORY ST ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995555,040-491-18,T20S R53E S34 U.4A B.7 L.30 CALVADA VALLEY ,680 E INTREPID ST ,PAHRUMP,89048, $ 975.00 ,  4:20 PM
995556,040-501-13,T20S R53E S27 U.4A B.1 L.8 CALVADA VALLEY ,2961 S MARIPOSA AVE ,PAHRUMP,89048, $ 969.00 ,  4:20 PM
995557,040-502-03,T20S R53E S27 U.4A B.2 L.18 CALVADA VALLEY  ,2880 S MARIPOSA AVE ,PAHRUMP,89048, $ 975.00 ,  4:20 PM
995558,040-512-16,T20S R53E S29&32 U.5 B.9 L.16 CALVADA VALLEY   ,1231 W INDOLE ST ,PAHRUMP,89048," $ 1,245.00 ",  4:20 PM
995559,040-512-29,T20S R53E S29&32 U.5 B.9 L.29 CALVADA VALLEY ,1600 W IGUANA ST ,PAHRUMP,89048," $ 1,196.00 ",  4:20 PM
995560,040-664-32,T20S R53E S34 U.4A B.14 L.70 CALVADA VALLEY ,50 E CAVALRY ST ,PAHRUMP,89048," $ 1,213.00 ",  4:20 PM
995561,041-011-20,T20S R53E S25&36 U.2 B.26 L.2 CALVADA VALLEY,2460 E DEACON ST ,PAHRUMP,89048," $ 1,202.00 ",  4:20 PM
995562,041-132-07,T20S R53E S36 U.2 B.38 L.16 CALVADA VALLEY ,3651 S OAKRIDGE AVE ,PAHRUMP,89048," $ 1,213.00 ",  4:20 PM
995563,041-141-15,T20S R54E S31 U.1 B.26 L.22 CALVADA VALLEY ,3720 S UNDERBRUSH AVE ,PAHRUMP,89048," $ 1,554.00 ",  4:20 PM
995564,041-322-20,T21S R53E S35 U.14 B.8 L.24 CALVADA VALLEY  ,9221 S CHURCH ST ,PAHRUMP,89048," $ 1,190.00 ",  4:20 PM
995565,041-354-05,T21S R53E S35 U.14 B.19 L.3 CALVADA VALLEY ,1921 E MARISA ST ,PAHRUMP,89048," $ 1,213.00 ",  4:20 PM
995566,041-382-15,T22S R53E S1 U.14 B.24 L.15 CALVADA VALLEY ,2391 E TRACI ST ,PAHRUMP,89048," $ 1,213.00 ",  4:20 PM
995567,041-471-29 RES,T20S R52E S14 U.3 L.97 GOLDEN SPRING RANCH  .923AC                                     ,4610 W HORN RD ,PAHRUMP,89048," $ 2,477.00 ",  4:30 PM
995568,042-041-26#,T20S R53E S23&26 U.3 B.14 L.403 CALVADA VALLEY   (.300 ACRES),1560 E BIG HORN ST ,PAHRUMP,," $ 2,057.00 ",  4:30 PM
995569,042-062-09#,T20S R53E S26 U.3 B.8 L.26 CALVADA VALLEY  (.430 ACRES),2001 S DANDELION ST ,PAHRUMP,89048, $ 978.00 ,  4:30 PM
995570,042-121-21#,T20S R53E S26 U.3 B.14 L.368 CALVADA VALLEY    (.290 ACRES),1470 E DEPUTY ST ,PAHRUMP,," $ 2,422.00 ",  4:30 PM
995571,042-121-37#,T20S R53E S26 U.3 B.14 L.385 CALVADA VALLEY    (.260 ACRES),1530 E CASINO ST ,PAHRUMP,," $ 3,010.00 ",  4:30 PM
995572,042-131-36#,T20S R53E S26 U.3 B.14 L.75 CALVADA VALLEY  (.260 ACRES),1680 E DEPUTY ST ,PAHRUMP,89048, $ 956.00 ,  4:30 PM
995573,042-131-43#,T20S R53E S26 U.3 B.14 L.83 CALVADA VALLEY    (.260 ACRES),1641 E DEPUTY ST ,PAHRUMP,," $ 3,233.00 ",  4:30 PM
995574,042-131-49#,T20S R53E S26 U.3 B.14 L.89 CALVADA VALLEY   (.260 ACRES),1741 E DEPUTY ST ,PAHRUMP,," $ 1,974.00 ",  4:30 PM
995575,042-131-56#,T20S R53E S26 U.3 B.14 L.96 CALVADA VALLEY    (.260 ACRES),1700 E ELKO ST ,PAHRUMP,," $ 3,174.00 ",  4:30 PM
995576,042-131-57#,T20S R53E S26 U.3 B.14 L.97 CALVADA VALLEY    (.260 ACRES),1680 E ELKO ST ,PAHRUMP,," $ 3,254.00 ",  4:30 PM
995577,042-142-08#,T20S R53E S26 U.3 B.8 L.60 CALVADA VALLEY    (.230 ACRES),1870 E DEPUTY ST ,PAHRUMP,," $ 1,954.00 ",  4:30 PM
995578,042-143-13#,T20S R53E S26 U.3 B.8 L.77 CALVADA VALLEY  (.230 ACRES),1841 E DEPUTY ST ,PAHRUMP,," $ 3,356.00 ",  4:30 PM
995579,042-143-20#,T20S R53E S26 U.3 B.8 L.70 CALVADA VALLEY   (.230 ACRES),1961 E DEPUTY ST ,PAHRUMP,," $ 2,576.00 ",  4:30 PM
995580,042-162-01#,T20S R53E S26 U.3 B.10 L.29 CALVADA VALLEY   (.230 ACRES),2181 S NEEDLES AVE ,PAHRUMP,," $ 1,964.00 ",  4:30 PM
995581,042-162-04#,T20S R53E S26 U.3 B.10 L.32 CALVADA VALLEY    (.230 ACRES),2141 S NEEDLES AVE ,PAHRUMP,," $ 1,959.00 ",  4:30 PM
995582,042-162-07#,T20S R53E S26 U.3 B.10 L.35 CALVADA VALLEY   (.280 ACRES),2111 S NEEDLES AVE ,PAHRUMP,," $ 2,795.00 ",  4:30 PM
995583,042-162-11#,T20S R53E S26 U.3 B.10 L.3 CALVADA VALLEY  (.230 ACRES),2080 S MANDY AVE ,PAHRUMP,89048, $ 956.00 ,  4:30 PM
995584,042-162-12#,T20S R53E S26 U.3 B.10 L.4 CALVADA VALLEY  (.230 ACRES),2100 S MANDY AVE ,PAHRUMP,89048, $ 956.00 ,  4:30 PM
995585,042-171-31#,T20S R53E S26 U.3 B.8 L.300 CALVADA VALLEY  (.250 ACRES),2201 E CASINO ST ,PAHRUMP,," $ 3,282.00 ",  4:30 PM
995586,042-171-39#,T20S R53E S26 U.3 B.8 L.292 CALVADA VALLEY    (.230 ACRES),2080 E DEPUTY ST ,PAHRUMP,," $ 1,955.00 ",  4:30 PM
995587,042-181-23,T20S R53E S25 U.2 B.7 L.9 CALVADA VALLEY   (.200 ACRES),2270 S TECUMSEH AVE ,PAHRUMP,," $ 2,655.00 ",  4:30 PM
995588,042-182-11,T20S R53E S25 U.2 B.8 L.23 CALVADA VALLEY   (.200 ACRES),2321 S TECUMSEH AVE ,PAHRUMP,," $ 3,093.00 ",  4:30 PM
995589,042-182-21,T20S R53E S25 U.2 B.8 L.13 CALVADA VALLEY    (.200 ACRES),2340 S SEMINOLE AVE ,PAHRUMP,," $ 1,282.00 ",  4:30 PM
995590,042-192-09,T20S R53E S25 U.2 B.5 L.21 CALVADA VALLEY   (.200 ACRES),2491 E DAPPLE ST ,PAHRUMP,," $ 1,637.00 ",  4:30 PM
995591,042-211-03#,T20S R53E S26 U.3 B.9 L.8 CALVADA VALLEY  (.230 ACRES),2220 S NEEDLES AVE ,PAHRUMP,89048, $ 869.00 ,  4:40 PM
995592,042-222-16,T20S R53E S25 U.2 B.10 L.14 CALVADA VALLEY  (1.190 ACRES),2440 S RANCHITA WAY ,PAHRUMP,89048, $ 932.00 ,  4:40 PM
995593,042-222-21,T20S R53E S25 U.2 B.10 L.9 CALVADA VALLEY (1.210 ACRES),2370 S RANCHITA WAY ,PAHRUMP,89048, $ 921.00 ,  4:40 PM
995594,042-223-24,T20S R53E S25 U.2 B.11 L.9 CALVADA VALLEY  (.460 ACRES),2380 S PARKRIDGE AVE ,PAHRUMP,89048, $ 969.00 ,  4:40 PM
995595,042-242-07,T20S R53E S26 U.3 B.14 L.291 CALVADA VALLEY   (.200 ACRES),1470 E GALAXY ST ,PAHRUMP,," $ 1,849.00 ",  4:40 PM
995596,042-242-12,T20S R53E S26 U.3 B.14 L.296 CALVADA VALLEY   (.200 ACRES),1380 E GALAXY ST ,PAHRUMP,," $ 2,307.00 ",  4:40 PM
995597,042-242-27,T20S R53E S26 U.3 B.14 L.311 CALVADA VALLEY   (.200 ACRES),1511 E FAIRVIEW ST ,PAHRUMP,," $ 1,860.00 ",  4:40 PM
995598,042-243-22,T20S R53E S26 U.3 B.14 L.278 CALVADA VALLEY   (.200 ACRES),1471 E GALAXY ST ,PAHRUMP,," $ 1,860.00 ",  4:40 PM
995599,042-243-24,T20S R53E S26 U.3 B.14 L.280 CALVADA VALLEY  (.200 ACRES),1511 E GALAXY ST ,PAHRUMP,," $ 1,855.00 ",  4:40 PM
995600,042-243-27,T20S R53E S26 U.3 B.14 L.283 CALVADA VALLEY  (.200 ACRES),1561 E GALAXY ST ,PAHRUMP,89048, $ 938.00 ,  4:40 PM
995601,042-251-03#,T20S R53E S26 U.3 B.14 L.104 CALVADA VALLEY  (.260 ACRES),1641 E ELKO ST ,PAHRUMP,89048, $ 990.00 ,  4:40 PM
995602,042-251-20,T20S R53E S26 U.3 B.14 L.121 CALVADA VALLEY   (.200 ACRES),1660 E FAIRVIEW ST ,PAHRUMP,," $ 1,865.00 ",  4:40 PM
995603,042-251-22,T20S R53E S26 U.3 B.14 L.123 CALVADA VALLEY  (.200 ACRES),1640 E FAIRVIEW ST ,PAHRUMP,," $ 1,885.00 ",  4:40 PM
995604,042-253-21,T20S R53E S26 U.3 B.14 L.175 CALVADA VALLEY   (.200 ACRES),1680 E HIGHLAND AVE ,PAHRUMP,," $ 2,641.00 ",  4:40 PM
995605,042-253-23,T20S R53E S26 U.3 B.14 L.177 CALVADA VALLEY   (.200 ACRES),1660 E HIGHLAND AVE ,PAHRUMP,," $ 1,642.00 ",  4:40 PM
995606,042-261-02,T20S R53E S26 U.3 B.8 L.114 CALVADA VALLEY   (.210 ACRES),1970 E FAIRVIEW ST ,PAHRUMP,," $ 1,865.00 ",  4:40 PM
995607,042-261-03,T20S R53E S26 U.3 B.8 L.113 CALVADA VALLEY    (.200 ACRES),1960 E FAIRVIEW ST ,PAHRUMP,," $ 1,653.00 ",  4:40 PM
995608,042-261-06,T20S R53E S26 U.3 B.8 L.110 CALVADA VALLEY   (.200 ACRES),1900 E FAIRVIEW ST ,PAHRUMP,89048, $ 944.00 ,  4:40 PM
995609,042-261-09,T20S R53E S26 U.3 B.8 L.107 CALVADA VALLEY   (.220 ACRES),1890 E FAIRVIEW ST ,PAHRUMP,," $ 1,637.00 ",  4:40 PM
995610,042-261-16#,T20S R53E S26 U.3 B.8 L.100 CALVADA VALLEY   (.230 ACRES),1861 E ELKO ST ,PAHRUMP,," $ 3,232.00 ",  4:40 PM
995611,042-261-20#,T20S R53E S26 U.3 B.8 L.96 CALVADA VALLEY   (.230 ACRES),1921 E ELKO ST ,PAHRUMP,," $ 2,742.00 ",  4:40 PM
995612,042-261-21#,T20S R53E S26 U.3 B.8 L.95 CALVADA VALLEY   (.230 ACRES),1941 E ELKO ST ,PAHRUMP,," $ 2,146.00 ",  4:40 PM
995613,042-261-24#,T20S R53E S26 U.3 B.8 L.92 CALVADA VALLEY   (.280 ACRES),1981 E ELKO ST ,PAHRUMP,," $ 2,411.00 ",  4:40 PM
995614,042-262-19,T20S R53E S26 U.3 B.8 L.121 CALVADA VALLEY   (.200 ACRES),1901 E FAIRVIEW ST ,PAHRUMP,," $ 2,317.00 ",  4:40 PM
995615,042-263-02,T20S R53E S26 U.3 B.8 L.162 CALVADA VALLEY  (.210 ACRES),1970 E HIGHLAND AVE ,PAHRUMP,89048, $ 921.00 ,  4:50 PM
995616,042-271-06,T20S R53E S26 U.3 B.8 L.281 CALVADA VALLEY   (.240 ACRES),2101 E DEPUTY ST ,PAHRUMP,," $ 1,959.00 ",  4:50 PM
995617,042-271-07,T20S R53E S26 U.3 B.8 L.280 CALVADA VALLEY    (.240 ACRES),2121 E DEPUTY ST ,PAHRUMP,," $ 1,980.00 ",  4:50 PM
995618,042-271-10,T20S R53E S26 U.3 B.8 L.277 CALVADA VALLEY    (.240 ACRES),2161 E DEPUTY ST ,PAHRUMP,," $ 1,974.00 ",  4:50 PM
995619,042-271-39,T20S R53E S26 U.3 B.8 L.246 CALVADA VALLEY   (.230 ACRES),2141 E ELKO ST ,PAHRUMP,," $ 3,174.00 ",  4:50 PM
995620,042-271-49,T20S R53E S26 U.3 B.8 L.236 CALVADA VALLEY   (.200 ACRES),2120 E FAIRVIEW ST ,PAHRUMP,," $ 6,065.00 ",  4:50 PM
995621,042-271-52,T20S R53E S26 U.3 B.8 L.233 CALVADA VALLEY    (.200 ACRES),2090 E FAIRVIEW ST ,PAHRUMP,," $ 2,302.00 ",  4:50 PM
995622,042-281-18,T20S R53E S25 U.3 B.8 L.209 CALVADA VALLEY   (.200 ACRES),2020 E GALAXY ST ,PAHRUMP,," $ 2,531.00 ",  4:50 PM
995623,042-321-10,T20S R53E S26 U.3 B.14 L.227 CALVADA VALLEY  (.210 ACRES),1310 E IDAHO ST ,PAHRUMP,89048, $ 921.00 ,  4:50 PM
995624,042-332-10,T20S R53E S26 U.3 B.17 L.82 CALVADA VALLEY   (.210 ACRES),1421 E JACARANDA ST ,PAHRUMP,," $ 1,603.00 ",  4:50 PM
995625,042-332-17,T20S R53E S26 U.3 B.17 L.52 CALVADA VALLEY    (.230 ACRES),1441 E KEARNEY ST ,PAHRUMP,," $ 3,203.00 ",  4:50 PM
995626,042-341-04,T20S R53E S26 U.3 B.14 L.186 CALVADA VALLEY   (.200 ACRES),1641 E HIGHLAND AVE ,PAHRUMP,," $ 2,798.00 ",  4:50 PM
